item_id,order_id,product_id,quantity,unit_price,discount_percent
I000607,O00241,P0171,5,6024.46,8.72
I000608,O00241,P0247,3,51885.98,3.64
I000609,O00242,P0360,2,31072.59,16.86
I000610,O00243,P0070,2,53724.13,19.19
I000611,O00243,P0080,3,37768.72,21.57
I000612,O00243,P0480,1,48375.89,18.71
I000613,O00243,P0103,1,4215.1,4.59
I000614,O00244,P0267,1,14982.92,3.11
I000615,O00245,P0427,5,26740.19,1.67
I000616,O00246,P0154,4,29126.43,5.52
I000617,O00247,P0431,5,15764.24,18.38
I000618,O00247,P0225,5,7567.15,4.39
I000619,O00248,P0095,2,49149.3,19.72
I000620,O00249,P0262,5,12180.99,14.41
I000621,O00249,P0149,1,57553.67,14.79
I000622,O00250,P0201,4,41919.63,3.22
I000623,O00250,P0214,4,9060.36,8.5
I000624,O00250,P0062,5,23487.88,17.42
I000625,O00251,P0331,5,26779.87,27.24
I000626,O00252,P0493,2,28180.85,21.69
I000627,O00252,P0142,1,58908.87,10.73
I000628,O00252,P0439,5,12804.65,27.08
I000629,O00253,P0263,1,10634.91,4.54
I000630,O00253,P0336,5,20489.61,21.46
I000631,O00253,P0403,2,16844.74,22.88
I000632,O00253,P0156,4,4278.96,25.18
I000633,O00254,P0193,4,36429.34,5.41
I000634,O00254,P0363,5,46568.8,15.76
I000635,O00254,P0067,3,35413.36,17.42
I000636,O00254,P0300,5,49827.2,2.03
I000637,O00255,P0437,2,14055.92,19.96
I000638,O00256,P0479,4,19554.83,6.95
I000639,O00256,P0396,2,6504.82,26.42
I000640,O00256,P0373,4,45397.67,12.6
I000641,O00256,P0033,1,36791.84,3.43
I000642,O00257,P0227,3,36470.69,25.22
I000643,O00258,P0165,1,41983.8,11.33
I000644,O00258,P0327,5,33476.8,5.87
I000645,O00259,P0225,3,13684.69,22.26
I000646,O00259,P0223,5,48558.6,5.77
I000647,O00259,P0299,1,37821.12,20.06
I000648,O00259,P0105,1,48638.53,26.8
I000649,O00260,P0397,4,34184.04,25.93
I000650,O00260,P0175,2,41005.2,28.73
I000651,O00260,P0373,5,29871.29,24.97
I000652,O00261,P0257,3,21517.81,26.99
I000653,O00261,P0437,2,48135.43,13.17
I000654,O00261,P0321,4,52463.82,17.07
I000655,O00261,P0066,5,18033.97,3.54
I000656,O00262,P0027,5,32524.17,0.68
I000657,O00262,P0421,3,55351.95,7.54
I000658,O00263,P0035,2,58093.27,2.24
I000659,O00263,P0295,2,51221.07,27.95
I000660,O00263,P0257,3,24073.34,1.7
I000661,O00264,P0299,4,56228.23,29.55
I000662,O00265,P0017,-3,25400.06,6.02
I000663,O00266,P0072,2,32915.82,22.02
I000664,O00267,P0121,4,4560.13,28.44
I000665,O00268,P0178,1,57004.49,17.94
I000666,O00269,P0455,5,28830.53,3.88
I000667,O00270,P0054,1,29896.48,6.76
I000668,O00271,P0221,4,18344.42,25.5
I000669,O00271,P0498,2,1482.31,1.66
I000670,O00271,P0397,2,32144.31,25.81
I000671,O00272,P0283,-4,3318.0,22.97
I000672,O00273,P0221,4,33062.79,3.47
I000673,O00273,P0061,5,58955.57,11.03
I000674,O00274,P0176,4,55100.5,7.15
I000675,O00274,P0048,5,800.97,12.39
I000676,O00275,P0411,1,52420.7,7.5
I000677,O00276,P0040,1,7777.61,5.42
I000678,O00277,P0161,3,36224.48,26.71
I000679,O00278,P0067,5,23989.56,19.73
I000680,O00278,P0337,1,4767.4,28.15
I000681,O00278,P0106,4,42374.26,24.4
I000682,O00279,P0228,3,56497.33,23.41
I000683,O00279,P0150,2,31705.28,8.03
I000684,O00280,P0028,-3,54045.44,21.17
I000685,O00281,P0144,1,12372.59,4.11
I000686,O00281,P0500,-5,13986.05,22.26
I000687,O00281,P0108,1,22468.92,24.49
I000688,O00281,P0073,1,58679.0,20.95
I000689,O00282,P0488,1,1473.12,25.09
I000690,O00282,P0139,3,35376.76,9.01
I000691,O00282,P0495,1,3771.26,25.64
I000692,O00282,P0197,4,1327.14,11.48
I000693,O00283,P0023,2,12502.66,5.53
I000694,O00283,P0221,5,3325.13,9.15
I000695,O00283,P0278,3,56245.99,27.3
I000696,O00283,P0387,3,55377.38,27.22
I000697,O00284,P0388,1,20588.47,24.88
I000698,O00284,P0223,4,47000.24,27.86
I000699,O00285,P0414,1,33286.99,28.57
I000700,O00286,P0440,5,27917.45,17.18
I000701,O00286,P0291,5,15754.02,28.81
I000702,O00286,P0240,2,8085.99,0.46
I000703,O00287,P0044,2,46326.08,8.87
I000704,O00287,P0293,4,2508.65,8.23
I000705,O00287,P0138,3,46989.09,24.31
I000706,O00288,P0064,3,34192.78,9.63
I000707,O00289,P0434,2,26739.76,0.52
I000708,O00289,P0005,4,2412.83,10.76
I000709,O00289,P0327,5,13226.98,1.76
I000710,O00290,P0142,5,33176.58,28.6
I000711,O00291,P0093,3,46005.41,8.28
I000712,O00291,P0445,4,7807.9,18.91
I000713,O00291,P0076,5,39427.49,6.98
I000714,O00291,P0336,1,11218.48,15.2
I000715,O00292,P0297,3,2708.94,21.52
I000716,O00292,P0032,3,58521.88,0.48
I000717,O00292,P0433,3,32518.39,1.34
I000718,O00292,P0121,3,6727.98,15.21
I000719,O00293,P0262,1,14371.33,9.77
I000720,O00294,P0425,4,4469.31,12.79
I000721,O00294,P0145,2,1676.74,18.21
I000722,O00294,P0185,3,58510.91,26.92
I000723,O00295,P0241,3,37390.6,4.81
I000724,O00295,P0023,3,55832.45,27.36
I000725,O00295,P0014,1,36620.48,24.24
I000726,O00296,P0482,2,22854.61,17.48
I000727,O00296,P0337,2,22989.16,29.93
I000728,O00296,P0041,1,57525.78,29.77
I000729,O00297,P0276,1,50886.19,15.83
I000730,O00297,P0027,5,28445.28,15.73
I000731,O00297,P0226,3,16297.13,25.08
I000732,O00297,P0151,2,19855.33,23.97
I000733,O00298,P0119,4,19026.02,29.17
I000734,O00298,P0355,2,26811.45,28.73
I000735,O00298,P0210,3,4965.47,16.81
I000736,O00299,P0469,3,39269.13,18.16
I000737,O00300,P0403,4,13939.85,24.83
I000738,O00300,P0065,5,14847.65,27.28
I000739,O00300,P0346,5,40020.98,18.17
I000740,O00300,P0408,3,20625.99,3.54
I000741,O00301,P0216,5,58998.22,17.28
I000742,O00301,P0324,2,54012.37,26.29
I000743,O00301,P0008,2,7423.17,7.9
I000744,O00301,P0284,4,44622.67,3.79
I000745,O00302,P0427,4,1631.1,5.01
I000746,O00303,P0068,5,52039.42,27.56
I000747,O00304,P0182,2,24258.59,16.71
I000748,O00304,P0365,3,7317.97,26.92
I000749,O00304,P0460,3,35570.38,18.5
I000750,O00304,P0370,1,4610.4,27.62
I000751,O00305,P0467,4,37923.75,22.22
I000752,O00305,P0224,3,45508.07,21.0
I000753,O00305,P0376,2,43477.71,17.69
I000754,O00305,P0420,5,5210.61,26.87
I000755,O00306,P0346,4,22886.6,13.16
I000756,O00306,P0261,5,16902.12,23.19
I000757,O00306,P0119,3,29698.95,1.45
I000758,O00307,P0147,3,23167.25,22.72
I000759,O00307,P0489,2,2707.68,28.35
I000760,O00307,P0452,2,25946.15,8.35
I000761,O00307,P0451,5,18999.17,10.42
I000762,O00308,P0061,3,16576.14,13.17
I000763,O00308,P0454,2,17451.03,27.53
I000764,O00309,P0474,2,40052.73,4.23
I000765,O00310,P0283,5,45340.91,0.82
I000766,O00310,P0463,1,57599.43,16.19
I000767,O00311,P0004,4,49983.77,0.77
I000768,O00311,P0105,3,56520.0,17.13
I000769,O00312,P0267,2,49896.06,8.85
I000770,O00312,P0057,1,26775.42,12.97
I000771,O00312,P0135,1,51897.26,29.79
I000772,O00312,P0375,1,58112.69,24.11
I000773,O00313,P0373,-1,19761.52,15.21
I000774,O00313,P0142,4,37911.31,15.39
I000775,O00314,P0362,3,53557.9,1.15
I000776,O00315,P0478,5,19188.13,25.24
I000777,O00316,P0486,1,14905.64,17.59
I000778,O00317,P0345,2,16064.11,4.54
I000779,O00317,P0417,2,44066.93,8.48
I000780,O00318,P0326,1,57059.8,25.71
I000781,O00318,P0384,2,391.22,2.02
I000782,O00319,P0364,2,2521.0,20.64
I000783,O00319,P0315,4,37935.38,7.04
I000784,O00320,P0248,5,39485.07,5.4
I000785,O00320,P0154,2,52527.34,20.04
I000786,O00320,P0251,4,35950.96,16.3
I000787,O00321,P0050,2,6919.57,26.43
I000788,O00321,P0387,3,25291.72,13.42
I000789,O00321,P0127,4,7125.99,13.94
I000790,O00322,P0339,1,20985.2,11.94
I000791,O00322,P0066,4,50439.23,25.92
I000792,O00322,P0308,4,41295.87,0.87
I000793,O00323,P0260,2,53410.67,23.48
I000794,O00323,P0032,5,46353.56,7.85
I000795,O00323,P0163,4,23604.43,13.26
I000796,O00324,P0134,1,16245.37,21.85
I000797,O00324,P0174,1,18648.94,12.29
I000798,O00324,P0294,-2,32253.58,23.39
I000799,O00324,P0057,5,36722.93,3.88
I000800,O00325,P0487,1,48184.29,2.71
I000801,O00326,P0468,3,46057.15,16.59
I000802,O00326,P0336,1,31215.21,10.86
I000803,O00326,P0102,2,50321.31,11.87
I000804,O00327,P0149,2,54657.1,9.95
I000805,O00327,P0111,5,44053.39,28.2
I000806,O00328,P0433,1,45356.28,15.8
I000807,O00329,P0406,4,2728.65,8.49
I000808,O00329,P0013,2,37967.02,20.64
I000809,O00329,P0018,3,45044.94,24.39
I000810,O00329,P0194,4,8045.35,22.22
I000811,O00330,P0442,1,4776.32,15.14
I000812,O00330,P0361,4,1405.22,22.28
I000813,O00330,P0278,5,55154.68,2.87
I000814,O00331,P0100,5,51586.32,23.54
I000815,O00331,P0218,5,44660.3,9.06
I000816,O00331,P0235,2,6160.82,29.08
I000817,O00331,P0296,4,22719.53,12.89
I000818,O00332,P0496,4,33747.58,14.5
I000819,O00332,P0465,5,30494.29,11.47
I000820,O00333,P0373,4,57097.15,22.88
I000821,O00333,P0366,1,27245.77,17.34
I000822,O00333,P0013,4,46318.11,13.41
I000823,O00333,P0245,5,6715.12,9.32
I000824,O00334,P0415,1,5904.26,5.08
I000825,O00334,P0443,4,35685.89,2.52
I000826,O00335,P0316,4,31499.66,25.19
I000827,O00335,P0390,2,3724.19,14.8
I000828,O00335,P0211,3,44482.57,25.03
I000829,O00335,P0019,3,41402.06,17.96
I000830,O00336,P0138,2,45351.27,23.84
I000831,O00337,P0161,2,19445.91,21.27
I000832,O00337,P0264,5,51547.44,29.78
I000833,O00337,P0042,-1,25656.98,2.33
I000834,O00337,P0066,-1,9893.17,22.44
I000835,O00338,P0102,4,52211.0,3.41
I000836,O00338,P0454,4,29812.03,18.78
I000837,O00339,P0072,5,25205.21,0.28
I000838,O00339,P0061,4,59745.51,21.6
I000839,O00339,P0451,3,31444.31,18.45
I000840,O00339,P0191,5,39083.2,4.25
I000841,O00340,P0412,5,57129.32,11.14
I000842,O00340,P0310,3,28432.18,6.32
I000843,O00341,P0475,2,10021.45,21.45
I000844,O00341,P0243,1,19197.74,5.38
I000845,O00341,P0241,1,59599.96,0.17
I000846,O00342,P0103,1,32356.34,9.93
I000847,O00342,P0032,5,28227.91,4.69
I000848,O00343,P0326,5,53023.92,10.35
I000849,O00343,P0008,2,16619.92,24.62
I000850,O00343,P0445,-4,35151.21,9.17
I000851,O00344,P0479,3,33754.52,19.25
I000852,O00344,P0104,1,35639.82,3.09
I000853,O00344,P0111,3,10863.85,16.91
I000854,O00344,P0065,5,35321.56,22.98
I000855,O00345,P0295,5,36365.56,29.0
I000856,O00345,P0378,5,40176.12,14.2
I000857,O00345,P0087,1,47045.22,29.67
I000858,O00346,P0476,5,8960.2,4.94
I000859,O00347,P0166,1,53778.01,1.57
I000860,O00348,P0218,4,19759.94,15.01
I000861,O00348,P0061,2,33696.68,11.32
I000862,O00348,P0198,4,21428.5,25.16
I000863,O00348,P0163,5,4876.34,18.16
I000864,O00349,P0490,2,56740.3,25.01
I000865,O00349,P0365,2,50424.59,16.81
I000866,O00350,P0356,3,41184.98,16.74
I000867,O00350,P0223,3,10845.14,25.98
I000868,O00350,P0438,4,46290.54,10.38
I000869,O00350,P0218,2,37095.06,26.29
I000870,O00351,P0196,3,10904.53,22.43
I000871,O00351,P0006,2,26636.42,15.78
I000872,O00352,P0301,3,19841.4,27.33
I000873,O00353,P0258,1,36485.11,1.01
I000874,O00353,P0141,4,24017.98,29.87
I000875,O00353,P0361,3,16595.6,1.72
I000876,O00354,P0442,4,59834.45,18.97
I000877,O00355,P0089,4,45046.17,19.43
I000878,O00355,P0280,1,2483.98,0.87
I000879,O00355,P0458,2,42397.25,5.31
I000880,O00355,P0436,2,5152.91,25.02
I000881,O00356,P0029,4,38321.19,1.87
I000882,O00357,P0440,5,16793.19,25.58
I000883,O00358,P0171,3,53884.64,5.08
I000884,O00359,P0265,1,56444.6,12.1
I000885,O00359,P0429,1,4084.3,24.75
I000886,O00359,P0257,2,43791.63,2.52
I000887,O00360,P0023,3,36590.04,20.66
I000888,O00360,P0210,2,38190.92,25.26
I000889,O00360,P0482,1,18807.64,16.82
I000890,O00360,P0061,3,28081.89,25.08
I000891,O00361,P0290,4,5472.08,27.54
I000892,O00362,P0374,1,11302.4,17.73
I000893,O00362,P0495,1,46050.01,23.66
I000894,O00363,P0327,3,27728.88,26.32
I000895,O00363,P0483,2,18605.38,20.43
I000896,O00364,P0383,2,18767.13,11.38
I000897,O00364,P0147,2,16882.01,16.95
I000898,O00365,P0116,2,16513.41,5.98
I000899,O00365,P0152,3,41913.98,7.94
I000900,O00365,P0251,3,34806.03,10.47
I000901,O00365,P0329,5,27090.45,18.93
I000902,O00366,P0019,5,23263.71,16.14
I000903,O00366,P0108,4,20945.91,24.33
I000904,O00367,P0107,3,42039.3,15.11
I000905,O00367,P0425,3,5627.3,23.2
I000906,O00367,P0133,2,28167.75,0.94
I000907,O00368,P0265,2,28617.55,14.02
I000908,O00369,P0191,5,22799.03,17.65
I000909,O00369,P0018,3,42137.04,18.88
I000910,O00369,P0446,1,9693.28,14.26
I000911,O00370,P0332,1,11389.27,10.74
I000912,O00370,P0084,4,32897.33,22.56
I000913,O00370,P0225,5,27495.45,17.28
I000914,O00371,P0375,4,28519.61,7.31
I000915,O00371,P0371,3,36136.33,14.48
I000916,O00371,P0206,3,2599.71,27.87
I000917,O00371,P0120,5,6649.75,12.78
I000918,O00372,P0489,5,24164.86,0.86
I000919,O00372,P0263,2,55356.75,26.6
I000920,O00372,P0495,5,12068.04,29.17
I000921,O00373,P0067,3,47356.45,1.61
I000922,O00373,P0047,3,47613.23,4.24
I000923,O00374,P0235,4,10087.46,0.03
I000924,O00374,P0076,2,53000.69,9.04
I000925,O00374,P0042,2,14323.78,6.1
I000926,O00375,P0371,2,9417.45,16.66
I000927,O00376,P0003,4,9727.92,3.0
I000928,O00376,P0282,4,41987.03,27.38
I000929,O00376,P0343,4,49914.55,21.19
I000930,O00377,P0199,2,19237.73,28.06
I000931,O00378,P0396,3,53901.67,24.59
I000932,O00378,P0374,4,35896.94,16.02
I000933,O00378,P0178,4,40258.63,29.11
I000934,O00378,P0014,2,53158.17,5.34
I000935,O00379,P0189,3,20523.09,24.7
I000936,O00379,P0313,5,45150.73,27.44
I000937,O00380,P0071,4,11440.64,6.34
I000938,O00380,P0223,1,20507.28,19.62
I000939,O00381,P0078,3,18803.31,20.26
I000940,O00381,P0247,1,15808.97,28.65
I000941,O00381,P0092,2,24013.33,15.52
I000942,O00381,P0055,4,48412.49,10.39
I000943,O00382,P0336,4,48252.31,0.37
I000944,O00383,P0066,5,30516.83,20.59
I000945,O00383,P0006,4,39298.27,20.11
I000946,O00383,P0217,-1,18316.68,7.76
I000947,O00384,P0310,4,30223.28,23.43
I000948,O00385,P0433,5,58311.86,3.35
I000949,O00385,P0092,4,31996.36,11.5
I000950,O00385,P0346,1,9193.16,10.11
I000951,O00386,P0102,5,48807.54,21.83
I000952,O00386,P0233,4,3102.91,8.45
I000953,O00386,P0063,4,27722.99,1.5
I000954,O00387,P0130,4,20380.21,8.88
I000955,O00387,P0420,1,32656.36,5.36
I000956,O00387,P0183,4,1247.64,9.74
I000957,O00388,P0306,1,21563.22,1.1
I000958,O00389,P0128,2,5226.0,2.84
I000959,O00389,P0373,2,38048.62,12.93
I000960,O00389,P0141,3,58316.8,20.67
I000961,O00389,P0125,5,34230.28,1.22
I000962,O00390,P0191,1,8975.68,29.31
I000963,O00390,P0327,1,23038.4,29.41
I000964,O00390,P0041,3,55660.94,22.48
I000965,O00391,P0206,1,11199.04,22.4
I000966,O00391,P0370,1,50243.83,13.0
I000967,O00391,P0060,2,34339.53,29.85
I000968,O00391,P0316,5,32441.63,23.81
I000969,O00392,P0192,5,28480.52,22.82
I000970,O00393,P0141,2,16755.86,20.14
I000971,O00393,P0310,4,54602.84,20.35
I000972,O00393,P0140,1,24549.53,0.56
I000973,O00393,P0213,2,16631.17,13.87
I000974,O00394,P0050,2,13644.52,21.27
I000975,O00394,P0114,1,36760.9,21.84
I000976,O00394,P0312,4,35357.27,19.04
I000977,O00395,P0278,4,28641.05,16.73
I000978,O00395,P0176,3,19314.64,24.68
I000979,O00395,P0078,4,51290.49,14.97
I000980,O00396,P0345,4,15490.42,0.97
I000981,O00396,P0437,5,58069.87,18.94
I000982,O00397,P0043,2,44931.05,15.89
I000983,O00397,P0156,3,45101.28,13.54
I000984,O00397,P0240,1,9522.85,17.55
I000985,O00398,P0290,4,25040.5,22.95
I000986,O00398,P0385,3,33475.08,14.72
I000987,O00398,P0121,4,55286.34,3.95
I000988,O00399,P0050,4,13254.66,29.76
I000989,O00400,P0092,2,46059.1,29.53
I000990,O00400,P0206,5,24629.27,22.54
I000991,O00400,P0215,5,16877.01,23.11
I000992,O00401,P0341,3,30237.82,15.98
I000993,O00402,P0440,4,29791.03,13.92
I000994,O00402,P0423,4,9586.67,26.2
I000995,O00403,P0148,1,32053.41,10.02
I000996,O00403,P0238,2,41064.44,2.95
I000997,O00403,P0298,4,58459.99,12.31
I000998,O00403,P0326,1,37208.78,4.16
I000999,O00404,P0307,5,43982.45,28.36
I001000,O00405,P0313,2,10154.24,18.76
I001001,O00405,P0351,1,57120.4,0.68
I001002,O00405,P0308,4,33213.03,25.9
I001003,O00406,P0235,3,43438.99,7.18
I001004,O00406,P0242,2,19498.91,8.79
I001005,O00407,P0106,5,27778.54,7.35
I001006,O00408,P0124,2,58373.76,15.01
I001007,O00408,P0057,5,50304.95,26.16
I001008,O00408,P0466,2,14842.83,21.66
I001009,O00408,P0036,1,44966.79,20.46
I001010,O00409,P0444,5,59732.97,25.87
I001011,O00409,P0037,4,57462.97,26.5
I001012,O00409,P0276,1,43004.53,18.21
I001013,O00409,P0274,1,26423.56,24.83
I001014,O00410,P0150,4,49732.8,21.75
I001015,O00411,P0187,4,43054.15,15.35
I001016,O00412,P0220,1,6396.66,25.41
I001017,O00412,P0389,5,45263.96,3.35
I001018,O00412,P0087,-3,24891.0,10.2
I001019,O00412,P0468,2,47774.08,6.3
I001020,O00413,P0169,1,27602.87,21.27
I001021,O00414,P0388,3,20678.09,20.68
I001022,O00414,P0170,4,42033.79,17.05
I001023,O00415,P0390,2,9051.83,8.65
I001024,O00416,P0451,3,33899.66,21.41
I001025,O00416,P0158,2,34144.87,9.14
I001026,O00417,P0345,-3,9435.59,24.16
I001027,O00417,P0066,2,36525.48,25.77
I001028,O00417,P0132,2,1874.68,6.35
I001029,O00417,P0156,2,35137.24,7.78
I001030,O00418,P0245,5,54020.24,29.17
I001031,O00418,P0330,2,35310.7,15.03
I001032,O00418,P0268,3,22803.13,27.78
I001033,O00418,P0332,2,52272.78,14.46
I001034,O00419,P0460,4,1051.11,28.41
I001035,O00419,P0176,-2,18696.64,6.73
I001036,O00419,P0143,5,46725.26,23.68
I001037,O00419,P0333,2,21518.79,13.78
I001038,O00420,P0431,5,53908.45,22.24
I001039,O00421,P0341,1,24029.78,2.97
I001040,O00421,P0169,5,4218.42,16.6
I001041,O00421,P0274,5,52382.41,29.11
I001042,O00422,P0229,5,31472.34,7.34
I001043,O00423,P0354,2,13854.73,21.52
I001044,O00423,P0091,1,58766.77,7.97
I001045,O00424,P0047,2,44053.57,27.52
I001046,O00424,P0464,2,31448.95,1.83
I001047,O00424,P0117,2,35223.51,17.44
I001048,O00425,P0051,5,52922.11,1.53
I001049,O00425,P0405,1,11946.26,3.49
I001050,O00425,P0043,4,12004.3,16.27
I001051,O00425,P0111,5,29336.39,17.08
I001052,O00426,P0441,1,43254.89,13.28
I001053,O00426,P0330,2,35418.47,19.05
I001054,O00426,P0387,4,59535.81,7.55
I001055,O00426,P0209,5,16390.44,18.93
I001056,O00427,P0260,4,30949.17,28.54
I001057,O00427,P0154,3,52062.21,7.47
I001058,O00427,P0141,5,30283.12,18.78
I001059,O00428,P0388,2,29357.31,9.58
I001060,O00429,P0254,2,10891.95,22.81
I001061,O00429,P0345,3,5855.16,25.86
I001062,O00429,P0176,5,49388.95,5.81
I001063,O00429,P0056,2,12950.34,15.05
I001064,O00430,P0393,5,28418.16,20.54
I001065,O00430,P0475,5,12775.46,20.16
I001066,O00430,P0166,2,11675.86,11.89
I001067,O00431,P0437,2,36685.37,4.71
I001068,O00431,P0490,5,58873.03,19.6
I001069,O00432,P0400,3,13877.67,7.89
I001070,O00432,P0479,3,22373.31,9.19
I001071,O00432,P0373,3,49788.03,9.46
I001072,O00432,P0158,4,33884.53,22.88
I001073,O00433,P0391,-4,3507.38,12.26
I001074,O00434,P0500,4,46069.51,0.58
I001075,O00434,P0361,-2,12674.82,21.5
I001076,O00435,P0427,3,1616.0,12.82
I001077,O00435,P0196,3,33572.48,22.17
I001078,O00435,P0409,2,37129.84,13.2
I001079,O00436,P0055,1,14739.64,9.76
I001080,O00436,P0246,5,28298.33,29.13
I001081,O00436,P0024,4,41330.5,27.27
I001082,O00437,P0128,3,59218.37,17.58
I001083,O00437,P0031,1,3555.65,10.28
I001084,O00437,P0276,3,26399.84,8.53
I001085,O00437,P0242,2,52874.81,2.22
I001086,O00438,P0423,2,52462.25,17.69
I001087,O00438,P0294,2,33797.82,13.15
I001088,O00438,P0168,5,32885.79,19.82
I001089,O00438,P0286,5,49075.14,20.69
I001090,O00439,P0396,1,52269.37,20.98
I001091,O00439,P0379,3,57440.57,10.84
I001092,O00440,P0383,2,11211.57,14.05
I001093,O00440,P0236,3,20114.12,20.33
I001094,O00440,P0361,3,15470.4,22.43
I001095,O00440,P0012,2,7327.59,12.32
I001096,O00441,P0413,4,47926.2,24.95
I001097,O00441,P0031,5,22533.77,16.97
I001098,O00441,P0017,5,52410.24,9.81
I001099,O00441,P0276,4,17102.26,10.01
I001100,O00442,P0377,1,34005.35,29.23
I001101,O00443,P0273,2,47955.74,25.39
I001102,O00444,P0294,4,36679.88,29.79
I001103,O00445,P0393,4,49101.79,13.97
I001104,O00446,P0334,3,4566.94,19.44
I001105,O00446,P0174,4,31757.3,20.78
I001106,O00447,P0456,1,24207.67,8.81
I001107,O00447,P0320,4,1328.52,6.76
I001108,O00447,P0219,2,15679.41,6.69
I001109,O00447,P0346,3,32035.38,19.61
I001110,O00448,P0395,5,55536.32,26.8
I001111,O00448,P0367,5,9325.77,23.19
I001112,O00449,P0158,2,6233.61,16.0
I001113,O00449,P0484,1,46811.9,16.2
I001114,O00450,P0168,3,55722.24,19.75
I001115,O00451,P0156,2,25572.16,8.13
I001116,O00451,P0480,2,46386.25,0.82
I001117,O00452,P0064,4,1720.35,26.03
I001118,O00452,P0438,2,22948.91,13.4
I001119,O00452,P0205,2,12496.81,11.42
I001120,O00452,P0418,1,5752.54,5.25
I001121,O00453,P0084,2,7397.43,14.67
I001122,O00454,P0384,3,25024.65,6.31
I001123,O00454,P0047,5,21719.54,7.66
I001124,O00454,P0058,4,1165.5,11.4
I001125,O00455,P0205,1,21409.93,28.37
I001126,O00455,P0429,-1,26162.1,25.43
I001127,O00455,P0154,2,59982.45,2.53
I001128,O00455,P0330,4,52581.32,0.48
I001129,O00456,P0374,3,2913.1,25.42
I001130,O00456,P0091,5,754.58,15.56
I001131,O00456,P0072,4,45784.81,1.84
I001132,O00457,P0444,-3,22427.9,12.45
I001133,O00457,P0081,4,10510.72,28.09
I001134,O00458,P0380,2,22031.07,27.75
I001135,O00458,P0403,2,1992.81,6.12
I001136,O00459,P0321,3,54557.05,7.96
I001137,O00459,P0165,1,47039.48,9.95
I001138,O00459,P0456,4,2246.52,26.16
I001139,O00459,P0468,4,2980.67,11.31
I001140,O00460,P0081,1,1093.32,26.92
I001141,O00460,P0048,4,59293.85,3.37
I001142,O00461,P0238,4,51397.2,16.1
I001143,O00461,P0069,5,48603.62,0.02
I001144,O00461,P0244,4,53993.03,7.71
I001145,O00461,P0166,5,22061.85,18.41
I001146,O00462,P0245,4,44973.39,25.56
I001147,O00463,P0065,2,30981.1,24.16
I001148,O00463,P0074,2,39620.75,22.3
I001149,O00464,P0145,5,6492.65,6.79
I001150,O00464,P0095,3,19851.82,29.22
I001151,O00464,P0343,5,31291.03,17.32
I001152,O00464,P0453,3,45641.64,3.95
I001153,O00465,P0192,2,34846.24,28.04
I001154,O00465,P0018,4,37986.44,23.83
I001155,O00465,P0094,1,8748.68,1.02
I001156,O00465,P0407,2,9880.74,9.68
I001157,O00466,P0248,3,11427.35,26.09
I001158,O00466,P0498,5,24458.28,29.78
I001159,O00466,P0233,5,15915.72,13.2
I001160,O00466,P0382,3,39396.54,15.43
I001161,O00467,P0173,2,15466.01,24.21
I001162,O00467,P0250,5,27487.7,2.9
I001163,O00467,P0439,3,45843.51,7.89
I001164,O00468,P0219,1,57892.26,3.79
I001165,O00468,P0117,4,49838.66,3.61
I001166,O00468,P0365,3,7752.7,10.43
I001167,O00469,P0224,5,59061.84,2.49
I001168,O00469,P0444,5,11120.22,24.6
I001169,O00469,P0454,5,11853.7,25.2
I001170,O00469,P0114,1,12080.89,22.34
I001171,O00470,P0289,5,31597.7,24.01
I001172,O00470,P0186,5,13979.33,28.41
I001173,O00471,P0192,2,6188.26,4.97
I001174,O00471,P0325,5,13730.2,27.92
I001175,O00472,P0277,5,25556.14,6.07
I001176,O00472,P0026,4,17930.49,27.03
I001177,O00473,P0458,4,28186.65,4.08
I001178,O00473,P0481,3,221.15,7.54
I001179,O00473,P0285,3,12683.54,22.0
I001180,O00473,P0305,1,3741.49,12.31
I001181,O00474,P0247,2,45922.66,24.21
I001182,O00474,P0487,2,23596.05,4.78
I001183,O00475,P0201,5,11763.6,25.03
I001184,O00475,P0037,2,57808.77,8.29
I001185,O00475,P0458,4,7583.59,22.19
I001186,O00475,P0484,2,12508.7,4.27
I001187,O00476,P0390,3,843.99,3.52
I001188,O00476,P0160,5,6336.21,18.86
I001189,O00476,P0242,2,39693.2,8.96
I001190,O00477,P0278,5,27371.17,2.11
I001191,O00478,P0449,3,56979.38,1.23
I001192,O00478,P0430,3,6947.69,14.0
I001193,O00478,P0300,2,52599.29,20.74
I001194,O00479,P0389,3,13633.08,3.09
I001195,O00479,P0375,5,57592.12,25.95
I001196,O00479,P0124,4,50235.21,28.9
I001197,O00479,P0216,1,38355.98,25.96
I001198,O00480,P0432,3,54302.94,19.21
I001199,O00480,P0169,4,40085.31,7.54
I001200,O00480,P0183,1,972.98,21.39
I001201,O00481,P0125,-5,29799.57,17.73
I001202,O00481,P0341,3,6417.13,23.43
I001203,O00481,P0363,4,33728.11,25.12
I001204,O00481,P0193,5,31234.21,27.76
I001205,O00482,P0022,5,6646.3,25.15
I001206,O00482,P0330,1,34622.41,3.52
I001207,O00482,P0392,2,21769.91,20.18
I001208,O00482,P0463,5,25425.39,11.81
I001209,O00483,P0178,4,51163.54,17.2
I001210,O00484,P0482,4,48827.01,18.84
I001211,O00485,P0343,1,13119.16,5.42
I001212,O00485,P0323,3,6108.49,27.62
I001213,O00485,P0411,1,43797.63,25.48
