order_id,customer_id,order_date,status,region_code
O00425,C0043,2026-05-24 22:06:26,DELIVERED,NORTH
O00426,C0184,2026-04-07 12:59:26,DELIVERED,NORTH
O00427,C0157,2025-03-03 22:33:26,SHIPPED,WEST
O00428,C0396,2025-03-11 21:20:26,SHIPPED,WEST
O00429,C0238,2025-08-23 18:31:26,DELIVERED,NORTH
O00430,C0354,2025-04-28 19:48:26,DELIVERED,NORTH
O00431,C0139,2025-12-15 20:39:26,DELIVERED,SOUTH
O00432,C0172,2025-05-09 02:47:26,DELIVERED,NORTH
O00433,C0455,2026-07-28 04:14:26,PLACED,WEST
O00434,C0021,2026-02-24 21:30:26,DELIVERED,SOUTH
O00435,C0397,2025-04-25 00:36:26,SHIPPED,EAST
O00436,UNKNOWN_CUSTOMER,2025-10-17 23:58:26,DELIVERED,SOUTH
O00437,C0460,2025-10-03 17:13:26,DELIVERED,WEST
O00438,C0191,2025-11-25 07:55:26,DELIVERED,WEST
O00439,C0063,2026-07-13 23:44:26,DELIVERED,EAST
O00440,C0410,2026-05-24 02:14:26,DELIVERED,NORTH
O00441,C0042,2025-08-26 20:56:26,DELIVERED,SOUTH
O00442,C0085,2025-12-07 08:57:26,DELIVERED,SOUTH
O00443,C0105,2026-07-08 11:46:26,DELIVERED,NORTH
O00444,C0278,2025-12-12 20:34:26,RETURNED,WEST
O00445,C0378,2026-02-05 20:19:26,DELIVERED,EAST
O00446,C0447,2025-08-27 08:52:26,CANCELLED,EAST
O00447,C0336,2026-04-13 01:12:26,DELIVERED,EAST
O00448,C0357,2026-06-28 01:33:26,DELIVERED,WEST
O00449,C0068,2026-05-29 16:27:26,CANCELLED,EAST
O00450,C0248,2025-08-09 15:05:26,DELIVERED,EAST
O00451,C0146,2025-04-04 11:13:26,DELIVERED,SOUTH
O00452,C0147,2025-07-30 05:25:26,SHIPPED,SOUTH
O00453,C0060,2025-07-22 12:06:26,PLACED,EAST
O00454,C0190,2025-06-24 21:07:26,SHIPPED,NORTH
O00455,C0191,2026-01-05 18:00:26,DELIVERED,SOUTH
O00456,C0013,2025-12-20 10:49:26,DELIVERED,WEST
O00457,C0164,2025-07-13 21:50:26,SHIPPED,EAST
O00458,C0149,2025-12-14 22:48:26,RETURNED,SOUTH
O00459,C0058,2026-05-13 17:35:26,DELIVERED,NORTH
O00460,C0060,2025-07-08 04:26:26,DELIVERED,WEST
O00461,C0048,2025-09-28 21:13:26,DELIVERED,SOUTH
O00462,C0012,2025-09-30 15:03:26,PLACED,WEST
O00463,UNKNOWN_CUSTOMER,2025-05-15 23:16:26,DELIVERED,NORTH
O00464,C0367,2026-02-19 19:00:26,CANCELLED,EAST
O00465,C0146,2026-03-17 17:51:26,DELIVERED,EAST
O00466,C0111,2026-05-17 23:56:26,DELIVERED,WEST
O00467,C0084,2026-04-16 21:09:26,CANCELLED,WEST
O00468,C0301,2026-04-15 11:44:26,DELIVERED,SOUTH
O00469,C0445,2025-09-15 16:21:26,DELIVERED,EAST
O00470,C0193,2025-04-24 01:39:26,PLACED,WEST
O00471,C0285,2025-11-21 20:02:26,DELIVERED,SOUTH
O00472,C0196,2025-09-07 12:44:26,DELIVERED,WEST
O00473,C0300,2025-03-30 16:44:26,DELIVERED,WEST
O00474,C0002,2025-10-02 07:41:26,SHIPPED,EAST
O00475,C0341,2026-06-13 10:32:26,CANCELLED,WEST
O00476,UNKNOWN_CUSTOMER,2025-08-17 22:49:26,DELIVERED,NORTH
O00477,C0497,2025-06-17 15:22:26,PLACED,EAST
O00478,C0445,2026-06-23 01:18:26,DELIVERED,WEST
O00479,C0376,2025-06-17 18:23:26,DELIVERED,EAST
O00480,C0075,2025-08-01 00:54:26,DELIVERED,SOUTH
O00481,C0140,2026-02-15 11:54:26,DELIVERED,EAST
O00482,UNKNOWN_CUSTOMER,2025-04-05 16:09:26,DELIVERED,NORTH
O00483,C0322,2026-07-26 13:40:26,SHIPPED,NORTH
O00484,C0447,2025-08-06 00:11:26,DELIVERED,EAST
O00485,C0353,2025-11-20 04:35:26,DELIVERED,EAST
O00486,UNKNOWN_CUSTOMER,2025-07-12 06:59:26,DELIVERED,WEST
O00487,C0467,2026-04-12 17:49:26,SHIPPED,SOUTH
O00488,C0426,2025-07-23 23:05:26,SHIPPED,NORTH
O00489,C0040,2026-04-18 21:49:26,SHIPPED,SOUTH
O00490,C0160,2025-03-04 22:13:26,DELIVERED,SOUTH
O00491,C0391,2026-05-14 02:24:26,RETURNED,SOUTH
O00492,C0418,2025-12-23 07:38:26,SHIPPED,SOUTH
O00493,C0158,2025-07-11 05:05:26,SHIPPED,SOUTH
O00494,C0391,2025-05-06 20:35:26,DELIVERED,NORTH
O00495,UNKNOWN_CUSTOMER,2025-03-06 22:39:26,PLACED,NORTH
O00496,C0304,2025-03-21 04:23:26,PLACED,NORTH
O00497,C0155,2025-11-01 07:55:26,DELIVERED,NORTH
O00498,C0301,2025-06-22 02:04:26,RETURNED,SOUTH
O00499,C0075,2026-02-09 06:56:26,CANCELLED,EAST
O00500,C0438,2026-02-06 18:01:26,DELIVERED,SOUTH
O00501,C0051,2026-07-18 00:55:26,CANCELLED,NORTH
O00502,C0494,2025-09-26 05:03:26,DELIVERED,NORTH
O00503,C0259,2025-05-27 13:49:26,CANCELLED,WEST
O00504,C0095,2026-02-26 05:28:26,DELIVERED,NORTH
O00505,C0218,2025-08-19 18:15:26,SHIPPED,SOUTH
O00506,C0161,2026-04-08 10:39:26,SHIPPED,NORTH
O00507,UNKNOWN_CUSTOMER,2026-08-01 11:22:26,DELIVERED,EAST
O00508,C0253,2025-03-28 09:11:26,SHIPPED,EAST
O00509,C0160,2026-05-29 02:38:26,DELIVERED,WEST
O00510,C0149,2025-10-05 00:17:26,RETURNED,WEST
O00511,UNKNOWN_CUSTOMER,2025-08-27 09:48:26,CANCELLED,EAST
O00512,C0252,2025-08-17 07:34:26,DELIVERED,WEST
O00513,C0347,2026-05-09 23:33:26,PLACED,SOUTH
O00514,C0303,2026-03-26 19:35:26,RETURNED,SOUTH
O00515,C0174,2025-04-22 18:03:26,SHIPPED,WEST
O00516,C0218,2025-06-20 14:44:26,DELIVERED,EAST
O00517,C0183,2025-11-22 03:16:26,DELIVERED,WEST
O00518,C0076,2026-06-26 23:08:26,DELIVERED,NORTH
O00519,C0255,2025-06-20 15:22:26,SHIPPED,SOUTH
O00520,C0028,2025-03-17 10:38:26,CANCELLED,WEST
O00521,UNKNOWN_CUSTOMER,2025-03-14 12:15:26,DELIVERED,SOUTH
O00522,UNKNOWN_CUSTOMER,2025-12-23 02:30:26,DELIVERED,WEST
O00523,C0339,2026-06-07 13:09:26,DELIVERED,EAST
O00524,C0010,2026-02-02 00:25:26,RETURNED,NORTH
O00525,C0231,2026-05-01 10:15:26,DELIVERED,WEST
O00526,C0017,2026-05-14 20:53:26,SHIPPED,EAST
O00527,C0069,2025-08-02 22:18:26,DELIVERED,WEST
O00528,C0346,2026-06-29 10:27:26,DELIVERED,WEST
O00529,C0081,2026-06-18 00:45:26,DELIVERED,WEST
O00530,C0498,2025-11-11 22:28:26,DELIVERED,EAST
O00531,C0015,2025-12-03 16:54:26,DELIVERED,SOUTH
O00532,UNKNOWN_CUSTOMER,2026-02-25 18:42:26,DELIVERED,EAST
O00533,C0177,2026-03-11 10:18:26,RETURNED,WEST
O00534,C0126,2026-02-09 08:33:26,SHIPPED,EAST
O00535,C0445,2025-05-13 04:55:26,DELIVERED,EAST
O00536,C0167,2025-08-07 07:25:26,PLACED,WEST
O00537,C0011,2026-07-27 20:08:26,DELIVERED,NORTH
O00538,C0200,2026-01-05 19:27:26,DELIVERED,NORTH
O00539,UNKNOWN_CUSTOMER,2026-06-30 10:35:26,SHIPPED,WEST
O00540,C0086,2026-07-15 04:12:26,DELIVERED,EAST
O00541,C0326,2026-05-07 13:22:26,CANCELLED,NORTH
O00542,C0025,2025-09-22 16:07:26,DELIVERED,WEST
O00543,C0491,2025-10-05 02:38:26,PLACED,NORTH
O00544,C0291,2026-01-25 14:55:26,CANCELLED,WEST
O00545,C0408,2026-04-28 13:13:26,PLACED,EAST
O00546,C0340,2026-07-16 16:18:26,DELIVERED,SOUTH
O00547,C0320,2026-04-15 19:07:26,DELIVERED,SOUTH
O00548,C0265,2025-03-07 03:36:26,CANCELLED,WEST
O00549,C0381,2025-09-22 04:43:26,RETURNED,EAST
O00550,C0321,2026-05-06 01:37:26,PLACED,SOUTH
O00551,C0124,2026-02-23 21:00:26,SHIPPED,EAST
O00552,C0441,2026-05-06 20:11:26,CANCELLED,NORTH
O00553,C0422,2025-09-11 20:08:26,DELIVERED,SOUTH
O00554,C0121,2025-11-05 04:29:26,DELIVERED,NORTH
O00555,C0126,2025-07-18 12:52:26,DELIVERED,EAST
O00556,C0224,2026-06-05 22:26:26,DELIVERED,NORTH
O00557,C0070,2025-09-09 12:08:26,PLACED,EAST
O00558,C0022,2025-08-15 03:45:26,RETURNED,WEST
O00559,C0460,2025-03-07 08:46:26,PLACED,EAST
O00560,C0187,2025-04-21 20:48:26,DELIVERED,NORTH
O00561,C0072,2026-03-29 06:44:26,SHIPPED,NORTH
O00562,C0298,2026-08-04 04:44:26,RETURNED,EAST
O00563,C0308,2026-07-08 09:06:26,SHIPPED,EAST
O00564,C0200,2026-01-19 01:38:26,CANCELLED,SOUTH
O00565,C0055,2026-04-24 13:00:26,SHIPPED,EAST
O00566,C0442,2026-05-11 20:07:26,DELIVERED,WEST
O00567,C0163,2026-03-06 04:58:26,DELIVERED,WEST
O00568,C0402,2025-10-25 15:47:26,RETURNED,EAST
O00569,C0421,2026-06-17 05:14:26,DELIVERED,NORTH
O00570,C0404,2025-04-12 05:49:26,DELIVERED,EAST
O00571,C0491,2026-03-15 16:31:26,DELIVERED,NORTH
O00572,C0005,2025-10-15 21:15:26,RETURNED,WEST
O00573,C0480,2025-11-03 15:56:26,CANCELLED,SOUTH
O00574,C0456,2025-12-16 13:46:26,SHIPPED,WEST
O00575,C0405,2026-01-06 03:17:26,PLACED,NORTH
O00576,C0212,2026-07-03 22:38:26,RETURNED,EAST
O00577,C0083,2026-04-23 10:43:26,DELIVERED,NORTH
O00578,C0374,2026-02-10 20:29:26,CANCELLED,EAST
O00579,C0391,2026-05-26 04:52:26,PLACED,SOUTH
O00580,C0002,2026-05-16 02:59:26,DELIVERED,EAST
O00581,C0057,2026-01-03 00:56:26,SHIPPED,SOUTH
O00582,C0245,2026-04-11 17:19:26,CANCELLED,SOUTH
O00583,C0304,2025-11-08 12:34:26,CANCELLED,EAST
O00584,C0189,2025-09-06 09:17:26,SHIPPED,WEST
O00585,C0473,2025-10-02 06:52:26,DELIVERED,SOUTH
O00586,C0135,2025-05-17 21:03:26,DELIVERED,SOUTH
O00587,C0220,2025-04-06 19:30:26,DELIVERED,SOUTH
O00588,C0485,2025-05-17 18:01:26,DELIVERED,NORTH
O00589,C0345,2026-05-06 21:43:26,DELIVERED,SOUTH
O00590,C0417,2025-09-11 13:46:26,DELIVERED,EAST
O00591,C0221,2026-07-06 18:59:26,CANCELLED,SOUTH
O00592,C0097,2025-12-02 06:34:26,DELIVERED,WEST
O00593,C0500,2025-07-14 07:09:26,DELIVERED,WEST
O00594,C0351,2025-10-27 18:28:26,DELIVERED,NORTH
O00595,C0447,2025-02-25 21:59:26,DELIVERED,WEST
O00596,UNKNOWN_CUSTOMER,2025-09-21 05:15:26,DELIVERED,EAST
O00597,C0031,2025-04-30 10:26:26,PLACED,SOUTH
O00598,UNKNOWN_CUSTOMER,2026-06-12 18:29:26,DELIVERED,NORTH
O00599,C0318,2025-02-20 15:23:26,DELIVERED,WEST
O00600,C0287,2026-03-01 11:48:26,PLACED,SOUTH
O00601,C0253,2025-11-08 12:23:26,RETURNED,WEST
O00602,C0364,2025-06-30 09:11:26,DELIVERED,SOUTH
O00603,C0023,2025-11-08 10:11:26,RETURNED,WEST
O00604,C0475,2025-11-30 06:14:26,DELIVERED,EAST
O00605,C0224,2025-11-12 23:11:26,CANCELLED,EAST
O00606,C0437,2026-07-03 11:26:26,RETURNED,WEST
O00607,C0028,2025-04-10 13:00:26,SHIPPED,NORTH
O00608,C0362,2026-06-11 15:01:26,DELIVERED,NORTH
O00609,C0183,2026-07-06 08:19:26,RETURNED,WEST
O00610,C0434,2026-05-29 21:58:26,DELIVERED,SOUTH
O00611,C0105,2025-06-21 17:56:26,CANCELLED,SOUTH
O00612,C0422,2025-08-07 06:23:26,DELIVERED,SOUTH
O00613,C0293,2025-02-19 23:40:26,SHIPPED,NORTH
O00614,C0049,2025-10-25 22:34:26,CANCELLED,NORTH
O00615,C0063,2025-12-04 04:34:26,DELIVERED,NORTH
O00616,C0042,2026-01-12 10:52:26,DELIVERED,WEST
O00617,C0305,2026-05-26 03:08:26,DELIVERED,EAST
O00618,C0487,2025-04-01 03:30:26,DELIVERED,SOUTH
O00619,C0330,2025-09-19 08:42:26,DELIVERED,NORTH
O00620,C0196,2025-04-29 00:29:26,PLACED,EAST
O00621,C0444,2025-08-16 14:40:26,DELIVERED,NORTH
O00622,C0400,2025-09-16 12:15:26,DELIVERED,SOUTH
O00623,C0411,2025-06-18 16:22:26,DELIVERED,EAST
O00624,C0050,2025-06-29 18:33:26,CANCELLED,SOUTH
O00625,C0199,2026-07-01 21:47:26,DELIVERED,WEST
O00626,C0189,2025-05-18 20:42:26,DELIVERED,WEST
O00627,C0263,2026-04-27 08:53:26,DELIVERED,WEST
O00628,C0366,2025-10-03 03:34:26,SHIPPED,WEST
O00629,C0224,2025-05-11 16:20:26,PLACED,WEST
O00630,UNKNOWN_CUSTOMER,2025-12-19 10:59:26,RETURNED,SOUTH
O00631,C0292,2026-08-04 20:09:26,PLACED,NORTH
O00632,C0262,2025-04-02 22:57:26,DELIVERED,NORTH
O00633,C0292,2026-06-06 04:37:26,CANCELLED,EAST
O00634,C0394,2025-11-03 00:56:26,DELIVERED,NORTH
O00635,C0094,2026-06-03 12:41:26,CANCELLED,NORTH
O00636,C0361,2025-05-11 20:47:26,DELIVERED,WEST
O00637,C0136,2026-05-22 02:42:26,DELIVERED,SOUTH
O00638,C0383,2025-09-19 11:56:26,RETURNED,EAST
O00639,C0010,2025-06-03 20:25:26,PLACED,NORTH
O00640,C0245,2025-02-28 12:32:26,DELIVERED,WEST
O00641,C0417,2026-06-28 16:30:26,RETURNED,EAST
O00642,C0065,2026-03-26 15:56:26,SHIPPED,SOUTH
O00643,C0497,2025-06-09 07:35:26,SHIPPED,NORTH
O00644,C0075,2025-09-17 22:32:26,DELIVERED,WEST
O00645,C0395,2025-08-29 09:10:26,DELIVERED,WEST
O00646,C0086,2026-04-23 06:58:26,RETURNED,WEST
O00647,C0441,2026-06-26 21:52:26,DELIVERED,SOUTH
O00648,C0425,2025-09-09 16:27:26,CANCELLED,NORTH
O00649,C0323,2026-01-22 06:57:26,CANCELLED,WEST
O00650,C0297,2026-04-16 22:38:26,DELIVERED,EAST
O00651,C0249,2025-03-24 22:16:26,DELIVERED,WEST
O00652,C0271,2025-10-11 04:54:26,PLACED,EAST
O00653,C0332,2025-04-21 15:48:26,DELIVERED,WEST
O00654,UNKNOWN_CUSTOMER,2025-06-14 22:30:26,DELIVERED,WEST
O00655,C0148,2026-05-07 07:01:26,DELIVERED,WEST
O00656,C0260,2026-02-02 21:05:26,SHIPPED,EAST
O00657,C0151,2026-06-09 11:47:26,DELIVERED,WEST
O00658,C0377,2026-04-18 04:32:26,DELIVERED,WEST
O00659,C0145,2025-07-31 02:04:26,DELIVERED,NORTH
O00660,C0103,2026-06-24 11:02:26,SHIPPED,WEST
O00661,UNKNOWN_CUSTOMER,2025-05-29 20:22:26,SHIPPED,NORTH
O00662,C0134,2025-03-05 18:47:26,DELIVERED,SOUTH
O00663,C0414,2025-08-12 22:53:26,PLACED,WEST
O00664,C0062,2025-06-12 02:05:26,DELIVERED,WEST
O00665,C0182,2025-11-06 17:41:26,DELIVERED,EAST
O00666,UNKNOWN_CUSTOMER,2025-07-20 05:46:26,DELIVERED,NORTH
O00667,C0235,2025-04-07 21:42:26,RETURNED,NORTH
O00668,C0401,2025-06-04 02:30:26,CANCELLED,NORTH
O00669,C0086,2025-03-29 22:57:26,DELIVERED,SOUTH
O00670,C0150,2026-02-20 12:37:26,DELIVERED,WEST
O00671,C0187,2025-05-27 11:32:26,DELIVERED,SOUTH
O00672,C0497,2025-06-20 13:19:26,DELIVERED,NORTH
O00673,C0147,2025-10-24 22:12:26,DELIVERED,NORTH
O00674,C0387,2025-11-14 18:36:26,DELIVERED,SOUTH
O00675,C0404,2025-07-20 23:17:26,SHIPPED,WEST
O00676,C0235,2026-04-14 20:48:26,RETURNED,EAST
O00677,C0395,2025-03-17 21:00:26,PLACED,NORTH
O00678,C0206,2025-05-12 17:11:26,RETURNED,SOUTH
O00679,C0389,2026-05-05 08:16:26,PLACED,SOUTH
O00680,UNKNOWN_CUSTOMER,2025-04-16 03:36:26,DELIVERED,EAST
O00681,C0349,2026-04-20 19:47:26,DELIVERED,EAST
O00682,C0424,2026-01-02 17:51:26,DELIVERED,SOUTH
O00683,C0106,2026-04-04 21:32:26,CANCELLED,WEST
O00684,C0398,2026-02-04 03:16:26,SHIPPED,EAST
O00685,C0172,2025-05-12 08:25:26,DELIVERED,SOUTH
O00686,C0110,2026-08-02 00:09:26,PLACED,EAST
O00687,C0326,2026-08-02 17:39:26,SHIPPED,NORTH
O00688,C0397,2025-11-06 14:44:26,DELIVERED,WEST
O00689,C0031,2026-07-17 10:37:26,CANCELLED,EAST
O00690,C0025,2026-07-19 17:58:26,DELIVERED,NORTH
O00691,C0378,2026-05-20 16:27:26,PLACED,EAST
O00692,C0290,2025-10-15 06:28:26,DELIVERED,SOUTH
O00693,C0342,2026-02-08 16:09:26,DELIVERED,SOUTH
O00694,C0127,2026-03-08 23:38:26,SHIPPED,SOUTH
O00695,C0076,2026-02-19 20:57:26,DELIVERED,WEST
O00696,C0218,2025-05-09 08:54:26,CANCELLED,WEST
O00697,C0190,2025-09-22 20:55:26,DELIVERED,WEST
O00698,C0136,2026-07-31 19:46:26,DELIVERED,WEST
O00699,C0486,2026-05-12 05:50:26,DELIVERED,WEST
O00700,C0066,2025-07-31 11:23:26,DELIVERED,WEST
O00701,C0442,2025-06-28 05:23:26,DELIVERED,SOUTH
O00702,C0383,2026-05-27 21:53:26,SHIPPED,EAST
O00703,C0210,2025-06-17 02:45:26,SHIPPED,EAST
O00704,C0079,2025-12-08 08:24:26,SHIPPED,EAST
O00705,C0249,2026-03-05 16:09:26,PLACED,SOUTH
O00706,C0025,2025-07-11 01:17:26,RETURNED,EAST
O00707,C0420,2025-12-02 13:02:26,DELIVERED,NORTH
O00708,C0035,2025-06-21 00:13:26,CANCELLED,WEST
O00709,C0290,2026-06-23 01:10:26,DELIVERED,EAST
O00710,C0369,2026-03-08 22:44:26,CANCELLED,SOUTH
O00711,C0236,2025-07-06 23:31:26,DELIVERED,WEST
O00712,UNKNOWN_CUSTOMER,2025-07-18 06:11:26,DELIVERED,WEST
O00713,C0203,2026-03-18 14:48:26,DELIVERED,NORTH
O00714,C0331,2026-05-15 06:08:26,PLACED,SOUTH
O00715,C0408,2025-03-13 01:31:26,DELIVERED,EAST
O00716,C0044,2025-06-22 03:26:26,SHIPPED,NORTH
O00717,C0244,2026-08-03 13:39:26,DELIVERED,NORTH
O00718,C0273,2025-06-19 04:50:26,SHIPPED,NORTH
O00719,C0425,2025-11-23 13:06:26,DELIVERED,WEST
O00720,C0165,2025-05-13 00:29:26,DELIVERED,NORTH
O00721,C0224,2026-07-03 07:12:26,SHIPPED,NORTH
O00722,C0047,2026-01-05 19:07:26,SHIPPED,NORTH
O00723,C0094,2025-08-06 16:00:26,DELIVERED,NORTH
O00724,C0348,2025-07-22 16:17:26,SHIPPED,EAST
O00725,C0030,2025-08-19 07:36:26,DELIVERED,NORTH
O00726,C0458,2026-01-08 11:17:26,DELIVERED,WEST
O00727,C0123,2025-06-18 08:03:26,DELIVERED,SOUTH
O00728,C0259,2026-07-04 23:39:26,DELIVERED,NORTH
O00729,C0238,2025-11-17 08:11:26,DELIVERED,NORTH
O00730,UNKNOWN_CUSTOMER,2026-06-25 07:17:26,SHIPPED,NORTH
O00731,C0346,2025-11-18 00:28:26,SHIPPED,SOUTH
O00732,C0229,2025-12-24 01:17:26,PLACED,SOUTH
O00733,UNKNOWN_CUSTOMER,2025-07-10 18:25:26,DELIVERED,WEST
O00734,C0417,2026-05-23 07:51:26,DELIVERED,EAST
O00735,C0478,2025-08-05 06:54:26,RETURNED,EAST
O00736,C0180,2025-10-30 04:15:26,CANCELLED,SOUTH
O00737,C0083,2026-07-22 15:53:26,DELIVERED,NORTH
O00738,C0358,2025-12-19 09:16:26,SHIPPED,SOUTH
O00739,C0313,2025-11-28 20:04:26,DELIVERED,EAST
O00740,C0386,2026-02-01 03:07:26,DELIVERED,EAST
O00741,C0175,2025-10-25 04:11:26,SHIPPED,EAST
O00742,C0331,2025-03-04 04:59:26,RETURNED,WEST
O00743,C0089,2025-02-19 07:34:26,DELIVERED,WEST
O00744,C0404,2026-03-24 23:56:26,CANCELLED,NORTH
O00745,C0345,2025-03-19 04:19:26,SHIPPED,WEST
O00746,C0430,2026-02-16 19:02:26,DELIVERED,NORTH
O00747,C0480,2025-06-22 21:14:26,SHIPPED,NORTH
O00748,C0389,2025-09-30 05:52:26,DELIVERED,EAST
O00749,C0315,2025-08-30 09:43:26,DELIVERED,SOUTH
O00750,C0019,2025-10-12 22:14:26,DELIVERED,SOUTH
O00751,C0327,2025-02-22 13:43:26,DELIVERED,EAST
O00752,C0283,2026-07-12 22:01:26,SHIPPED,SOUTH
O00753,C0382,2025-04-23 00:59:26,PLACED,EAST
O00754,C0401,2025-10-06 23:37:26,DELIVERED,NORTH
O00755,C0453,2025-11-01 04:26:26,DELIVERED,WEST
O00756,C0433,2025-04-09 17:18:26,RETURNED,EAST
O00757,C0239,2025-06-20 04:24:26,DELIVERED,NORTH
O00758,C0471,2025-10-02 08:08:26,DELIVERED,WEST
O00759,C0100,2026-01-04 07:16:26,DELIVERED,NORTH
O00760,C0491,2025-10-05 05:18:26,PLACED,SOUTH
O00761,C0160,2025-09-04 12:12:26,PLACED,NORTH
O00762,C0414,2025-03-15 22:18:26,PLACED,EAST
O00763,C0243,2025-10-29 13:57:26,SHIPPED,EAST
O00764,C0407,2025-04-11 17:24:26,SHIPPED,NORTH
O00765,C0229,2026-05-10 10:31:26,DELIVERED,NORTH
O00766,C0161,2025-04-18 08:15:26,CANCELLED,NORTH
O00767,C0411,2025-06-25 08:49:26,DELIVERED,EAST
O00768,C0347,2026-05-03 08:57:26,PLACED,NORTH
O00769,C0050,2025-12-13 19:16:26,DELIVERED,WEST
O00770,UNKNOWN_CUSTOMER,2025-10-12 02:41:26,DELIVERED,WEST
O00771,C0220,2026-03-15 21:41:26,CANCELLED,NORTH
O00772,C0401,2026-01-29 03:34:26,PLACED,EAST
O00773,C0007,2025-08-31 09:57:26,DELIVERED,NORTH
O00774,C0327,2025-09-02 00:59:26,DELIVERED,EAST
O00775,C0318,2026-04-22 22:37:26,DELIVERED,SOUTH
O00776,C0066,2025-07-05 07:54:26,DELIVERED,WEST
O00777,C0184,2026-07-26 03:39:26,DELIVERED,SOUTH
O00778,C0309,2025-07-15 22:10:26,DELIVERED,EAST
O00779,C0337,2025-02-23 23:28:26,DELIVERED,NORTH
O00780,C0428,2025-10-16 23:43:26,DELIVERED,NORTH
O00781,C0500,2026-04-23 18:03:26,SHIPPED,SOUTH
O00782,C0342,2025-04-26 17:03:26,DELIVERED,WEST
O00783,C0494,2026-01-21 01:27:26,DELIVERED,EAST
O00784,C0054,2026-04-19 17:01:26,DELIVERED,NORTH
O00785,C0002,2026-07-07 14:49:26,DELIVERED,SOUTH
O00786,C0123,2026-06-08 02:04:26,DELIVERED,EAST
O00787,C0095,2026-03-06 13:16:26,CANCELLED,NORTH
O00788,C0184,2026-02-21 06:55:26,PLACED,NORTH
O00789,C0100,2025-07-10 16:19:26,DELIVERED,EAST
O00790,C0102,2025-03-31 07:03:26,DELIVERED,SOUTH
O00791,C0174,2025-11-11 06:02:26,CANCELLED,SOUTH
O00792,C0091,2025-08-16 12:52:26,CANCELLED,NORTH
O00793,C0195,2025-03-09 03:59:26,DELIVERED,NORTH
O00794,C0234,2026-01-27 13:10:26,SHIPPED,EAST
O00795,C0320,2025-08-09 23:42:26,CANCELLED,NORTH
O00796,C0474,2025-06-16 11:47:26,SHIPPED,SOUTH
O00797,C0356,2025-08-31 00:15:26,DELIVERED,WEST
O00798,C0316,2025-10-23 08:39:26,DELIVERED,EAST
O00799,C0028,2025-07-17 17:06:26,DELIVERED,EAST
O00800,C0454,2025-06-24 23:28:26,DELIVERED,NORTH
